# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1324       9.941817075469e-11       3.910953857392e-12      -6.911853977740e-12       1.104516109627e-14       1.867857129681e-15       5.512504317453e-16      -9.541676045405e-17 
 1325       9.952844876555e-11       3.895455217433e-12      -6.978002766856e-12       1.103982326763e-14       1.862211131963e-15       5.540006585225e-16      -9.508407710955e-17 
 1326       9.964363228165e-11       3.879570463977e-12      -7.042755018513e-12       1.103457448659e-14       1.856585907836e-15       5.567344477439e-16      -9.474216710556e-17 
 1327       9.976358312080e-11       3.863306652490e-12      -7.106086191309e-12       1.102941395824e-14       1.850981367182e-15       5.594469179922e-16      -9.439109333730e-17 
 1328       9.988816216812e-11       3.846670888080e-12      -7.167971626913e-12       1.102434088041e-14       1.845397418607e-15       5.621331588501e-16      -9.403091925053e-17 
 1329       1.000172293741e-10       3.829670325596e-12      -7.228386549872e-12       1.101935444365e-14       1.839833969443e-15       5.647882308457e-16      -9.366170884270e-17 
 1330       1.001506437530e-10       3.812312169729e-12      -7.287306067410e-12       1.101445383123e-14       1.834290925740e-15       5.674071653985e-16      -9.328352666405e-17 
 1331       1.002882633807e-10       3.794603675106e-12      -7.344705169225e-12       1.100963821908e-14       1.828768192269e-15       5.699849647646e-16      -9.289643781878e-17 
 1332       1.004299453932e-10       3.776552146388e-12      -7.400558727292e-12       1.100490677584e-14       1.823265672513e-15       5.725166019830e-16      -9.250050796617e-17 
 1333       1.005755459847e-10       3.758164938370e-12      -7.454841495664e-12       1.100025866278e-14       1.817783268668e-15       5.749970208210e-16      -9.209580332172e-17 
 1334       1.007249204055e-10       3.739449456074e-12      -7.507528110266e-12       1.099569303384e-14       1.812320881638e-15       5.774211357198e-16      -9.168239065831e-17 
 1335       1.008779229608e-10       3.720413154854e-12      -7.558593088705e-12       1.099120903556e-14       1.806878411034e-15       5.797838317403e-16      -9.126033730729e-17 
 1336       1.010344070082e-10       3.701063540486e-12      -7.608010830059e-12       1.098680580711e-14       1.801455755170e-15       5.820799645091e-16      -9.082971115967e-17 
 1337       1.011942249563e-10       3.681408169270e-12      -7.655755614686e-12       1.098248248027e-14       1.796052811057e-15       5.843043601637e-16      -9.039058066722e-17 
 1338       1.013572282629e-10       3.661454648126e-12      -7.701801604020e-12       1.097823817937e-14       1.790669474408e-15       5.864518152983e-16      -8.994301484364e-17 
 1339       1.015232674328e-10       3.641210634695e-12      -7.746122840370e-12       1.097407202133e-14       1.785305639625e-15       5.885170969099e-16      -8.948708326566e-17 
 1340       1.016921920165e-10       3.620683837429e-12      -7.788693246723e-12       1.096998311561e-14       1.779961199803e-15       5.904949423436e-16      -8.902285607421e-17 
 1341       1.018638506079e-10       3.599882015698e-12      -7.829486626544e-12       1.096597056421e-14       1.774636046727e-15       5.923800592383e-16      -8.855040397554e-17 
 1342       1.020380908429e-10       3.578812979881e-12      -7.868476663573e-12       1.096203346165e-14       1.769330070864e-15       5.941671254728e-16      -8.806979824236e-17 
 1343       1.022147593971e-10       3.557484591466e-12      -7.905636921628e-12       1.095817089495e-14       1.764043161366e-15       5.958507891108e-16      -8.758111071499e-17 
 1344       1.023937019846e-10       3.535904763148e-12      -7.940940844403e-12       1.095438194362e-14       1.758775206060e-15       5.974256683476e-16      -8.708441380249e-17 
 1345       1.025747633556e-10       3.514081458926e-12      -7.974361755271e-12       1.095066567964e-14       1.753526091455e-15       5.988863514546e-16      -8.657978048378e-17 
 1346       1.027577915808e-10       3.492022778594e-12      -8.005878092510e-12       1.094702104396e-14       1.748295712927e-15       6.002287664576e-16      -8.606728837419e-17 
 1347       1.029426509577e-10       3.469737212033e-12      -8.035489177629e-12       1.094344647447e-14       1.743084005443e-15       6.014543065580e-16      -8.554703197099e-17 
 1348       1.031292092409e-10       3.447233387873e-12      -8.063199617947e-12       1.093994027395e-14       1.737890913172e-15       6.025657494192e-16      -8.501911054315e-17 
 1349       1.033173333674e-10       3.424519989460e-12      -8.089014086842e-12       1.093650073317e-14       1.732716379309e-15       6.035658915375e-16      -8.448362407940e-17 
 1350       1.035068894548e-10       3.401605754952e-12      -8.112937323908e-12       1.093312613089e-14       1.727560346077e-15       6.044575482781e-16      -8.394067328966e-17 
 1351       1.036977427999e-10       3.378499477428e-12      -8.134974135093e-12       1.092981473379e-14       1.722422754724e-15       6.052435539116e-16      -8.339035960646e-17 
 1352       1.038897578774e-10       3.355210004988e-12      -8.155129392850e-12       1.092656479650e-14       1.717303545520e-15       6.059267616505e-16      -8.283278518631e-17 
 1353       1.040827983380e-10       3.331746240857e-12      -8.173408036284e-12       1.092337456154e-14       1.712202657753e-15       6.065100436855e-16      -8.226805291115e-17 
 1354       1.042767270070e-10       3.308117143487e-12      -8.189815071297e-12       1.092024225930e-14       1.707120029730e-15       6.069962912217e-16      -8.169626638972e-17 
 1355       1.044714058829e-10       3.284331726664e-12      -8.204355570733e-12       1.091716610804e-14       1.702055598775e-15       6.073884145151e-16      -8.111752995898e-17 
 1356       1.046666961356e-10       3.260399059607e-12      -8.217034674528e-12       1.091414431383e-14       1.697009301222e-15       6.076893429090e-16      -8.053194868553e-17 
 1357       1.048624581053e-10       3.236328267073e-12      -8.227857589856e-12       1.091117507055e-14       1.691981072417e-15       6.079020248704e-16      -7.993962836699e-17 
 1358       1.050585513003e-10       3.212128529461e-12      -8.236829591273e-12       1.090825655989e-14       1.686970846714e-15       6.080294280259e-16      -7.934067553343e-17 
 1359       1.052548343962e-10       3.187809082912e-12      -8.243956020865e-12       1.090538695126e-14       1.681978557474e-15       6.080745391986e-16      -7.873519744878e-17 
 1360       1.054511652338e-10       3.163379219419e-12      -8.249242288397e-12       1.090256440182e-14       1.677004137062e-15       6.080403644445e-16      -7.812330211220e-17 
 1361       1.056474008178e-10       3.138848286921e-12      -8.252693871456e-12       1.089978705645e-14       1.672047516842e-15       6.079299290881e-16      -7.750509825955e-17 
 1362       1.058433973153e-10       3.114225689414e-12      -8.254316315598e-12       1.089705304771e-14       1.667108627180e-15       6.077462777598e-16      -7.688069536471e-17 
 1363       1.060390100541e-10       3.089520887052e-12      -8.254115234498e-12       1.089436049582e-14       1.662187397437e-15       6.074924744313e-16      -7.625020364108e-17 
 1364       1.062340935216e-10       3.064743396246e-12      -8.252096310093e-12       1.089170750864e-14       1.657283755971e-15       6.071716024528e-16      -7.561373404292e-17 
 1365       1.064285013624e-10       3.039902789773e-12      -8.248265292729e-12       1.088909218167e-14       1.652397630131e-15       6.067867645885e-16      -7.497139826680e-17 
 1366       1.066220863778e-10       3.015008696878e-12      -8.242628001311e-12       1.088651259796e-14       1.647528946255e-15       6.063410830538e-16      -7.432330875295e-17 
 1367       1.068147005234e-10       2.990070803375e-12      -8.235190323443e-12       1.088396682816e-14       1.642677629671e-15       6.058376995510e-16      -7.366957868675e-17 
 1368       1.070061949081e-10       2.965098851750e-12      -8.225958215581e-12       1.088145293047e-14       1.637843604690e-15       6.052797753061e-16      -7.301032200005e-17 
 1369       1.071964197925e-10       2.940102641268e-12      -8.214937703179e-12       1.087896895058e-14       1.633026794608e-15       6.046704911048e-16      -7.234565337264e-17 
 1370       1.073852245871e-10       2.915092028073e-12      -8.202134880830e-12       1.087651292172e-14       1.628227121703e-15       6.040130473292e-16      -7.167568823363e-17 
 1371       1.075724578508e-10       2.890076925292e-12      -8.187555912419e-12       1.087408286455e-14       1.623444507228e-15       6.033106639940e-16      -7.100054276286e-17 
 1372       1.077579672898e-10       2.865067303138e-12      -8.171207031265e-12       1.087167678721e-14       1.618678871416e-15       6.025665807826e-16      -7.032033389231e-17 
 1373       1.079415997556e-10       2.840073189013e-12      -8.153094540272e-12       1.086929268527e-14       1.613930133472e-15       6.017840570839e-16      -6.963517930750e-17 
 1374       1.081232012436e-10       2.815104667615e-12      -8.133224812070e-12       1.086692854169e-14       1.609198211574e-15       6.009663720286e-16      -6.894519744890e-17 
 1375       1.083026168915e-10       2.790171881034e-12      -8.111604289168e-12       1.086458232680e-14       1.604483022867e-15       6.001168245250e-16      -6.825050751334e-17 
 1376       1.084796909780e-10       2.765285028862e-12      -8.088239484094e-12       1.086225199831e-14       1.599784483467e-15       5.992387332963e-16      -6.755122945543e-17 
 1377       1.086542669211e-10       2.740454368292e-12      -8.063136979548e-12       1.085993550124e-14       1.595102508452e-15       5.983354369160e-16      -6.684748398893e-17 
 1378       1.088261872765e-10       2.715690214222e-12      -8.036303428544e-12       1.085763076795e-14       1.590437011863e-15       5.974102938449e-16      -6.613939258819e-17 
 1379       1.089952937362e-10       2.691002939362e-12      -8.007745554557e-12       1.085533571805e-14       1.585787906702e-15       5.964666824673e-16      -6.542707748955e-17 
 1380       1.091614271268e-10       2.666402974330e-12      -7.977470151672e-12       1.085304825842e-14       1.581155104930e-15       5.955080011271e-16      -6.471066169273e-17 
 1381       1.093244274083e-10       2.641900807764e-12      -7.945484084730e-12       1.085076628320e-14       1.576538517461e-15       5.945376681645e-16      -6.399026896226e-17 
 1382       1.094841336721e-10       2.617506986416e-12      -7.911794289472e-12       1.084848767371e-14       1.571938054164e-15       5.935591219522e-16      -6.326602382886e-17 
 1383       1.096403841397e-10       2.593232115263e-12      -7.876407772689e-12       1.084621029850e-14       1.567353623861e-15       5.925758209318e-16      -6.253805159089e-17 
 1384       1.097930161614e-10       2.569086857606e-12      -7.839331612366e-12       1.084393201324e-14       1.562785134319e-15       5.915912436502e-16      -6.180647831571e-17 
 1385       1.099418824880e-10       2.545081107160e-12      -7.800575969178e-12       1.084165075874e-14       1.558232500400e-15       5.906082281622e-16      -6.107142610292e-17 
 1386       1.100869002795e-10       2.521221494552e-12      -7.760163155465e-12       1.083936485588e-14       1.553695668589e-15       5.896269825350e-16      -6.033299881642e-17 
 1387       1.102280026108e-10       2.497513854698e-12      -7.718118662304e-12       1.083707271372e-14       1.549174592715e-15       5.886470534103e-16      -5.959129620449e-17 
 1388       1.103651222447e-10       2.473964052485e-12      -7.674468157180e-12       1.083477273179e-14       1.544669225832e-15       5.876679847269e-16      -5.884641862544e-17 
 1389       1.104981916314e-10       2.450577982822e-12      -7.629237484323e-12       1.083246330008e-14       1.540179520215e-15       5.866893177163e-16      -5.809846704871e-17 
 1390       1.106271429080e-10       2.427361570688e-12      -7.582452665041e-12       1.083014279902e-14       1.535705427357e-15       5.857105908970e-16      -5.734754305597e-17 
 1391       1.107519078977e-10       2.404320771185e-12      -7.534139898056e-12       1.082780959946e-14       1.531246897968e-15       5.847313400702e-16      -5.659374884227e-17 
 1392       1.108724181096e-10       2.381461569590e-12      -7.484325559839e-12       1.082546206266e-14       1.526803881976e-15       5.837510983142e-16      -5.583718721710e-17 
 1393       1.109886047380e-10       2.358789981409e-12      -7.433036204944e-12       1.082309854026e-14       1.522376328521e-15       5.827693959803e-16      -5.507796160552e-17 
 1394       1.111003986619e-10       2.336312052421e-12      -7.380298566344e-12       1.082071737428e-14       1.517964185955e-15       5.817857606870e-16      -5.431617604929e-17 
 1395       1.112077304448e-10       2.314033858739e-12      -7.326139555766e-12       1.081831689708e-14       1.513567401841e-15       5.807997173159e-16      -5.355193520796e-17 
 1396       1.113105303336e-10       2.291961506854e-12      -7.270586264023e-12       1.081589543137e-14       1.509185922950e-15       5.798107880058e-16      -5.278534435999e-17 
 1397       1.114087282584e-10       2.270101133689e-12      -7.213665961352e-12       1.081345129017e-14       1.504819695261e-15       5.788184921488e-16      -5.201650940384e-17 
 1398       1.115022538322e-10       2.248458906652e-12      -7.155406097748e-12       1.081098277679e-14       1.500468663955e-15       5.778223463844e-16      -5.124553685912e-17 
 1399       1.115910363499e-10       2.227041023686e-12      -7.095834303297e-12       1.080848818484e-14       1.496132773419e-15       5.768218645953e-16      -5.047253386767e-17 
 1400       1.116750047883e-10       2.205853713320e-12      -7.034978388515e-12       1.080596579818e-14       1.491811967240e-15       5.758165579020e-16      -4.969760819466e-17 
 1401       1.117540878050e-10       2.184903234721e-12      -6.972866344677e-12       1.080341389092e-14       1.487506188205e-15       5.748059346580e-16      -4.892086822975e-17 
 1402       1.118282137384e-10       2.164195877745e-12      -6.909526344158e-12       1.080083072742e-14       1.483215378300e-15       5.737895004451e-16      -4.814242298815e-17 
 1403       1.118973106070e-10       2.143737962990e-12      -6.844986740764e-12       1.079821456222e-14       1.478939478704e-15       5.727667580680e-16      -4.736238211175e-17 
 1404       1.119613061087e-10       2.123535841846e-12      -6.779276070066e-12       1.079556364006e-14       1.474678429793e-15       5.717372075496e-16      -4.658085587023e-17 
 1405       1.120201276207e-10       2.103595896548e-12      -6.712423049738e-12       1.079287619589e-14       1.470432171134e-15       5.707003461263e-16      -4.579795516220e-17 
 1406       1.120737021984e-10       2.083924540224e-12      -6.644456579892e-12       1.079015045478e-14       1.466200641485e-15       5.696556682425e-16      -4.501379151624e-17 
 1407       1.121219565755e-10       2.064528216951e-12      -6.575405743408e-12       1.078738463195e-14       1.461983778794e-15       5.686026655462e-16      -4.422847709208e-17 
 1408       1.121648171630e-10       2.045413401804e-12      -6.505299806274e-12       1.078457693277e-14       1.457781520195e-15       5.675408268837e-16      -4.344212468168e-17 
 1409       1.122022100489e-10       2.026586600905e-12      -6.434168217919e-12       1.078172555268e-14       1.453593802007e-15       5.664696382949e-16      -4.265484771033e-17 
 1410       1.122340609979e-10       2.008054351482e-12      -6.362040611547e-12       1.077882867724e-14       1.449420559733e-15       5.653885830081e-16      -4.186676023780e-17 
 1411       1.122602954502e-10       1.989823221912e-12      -6.288946804473e-12       1.077588448206e-14       1.445261728059e-15       5.642971414354e-16      -4.107797695940e-17 
 1412       1.122808385218e-10       1.971899811777e-12      -6.214916798458e-12       1.077289113281e-14       1.441117240849e-15       5.631947911674e-16      -4.028861320713e-17 
 1413       1.122956150034e-10       1.954290751916e-12      -6.139980780042e-12       1.076984678520e-14       1.436987031147e-15       5.620810069686e-16      -3.949878495077e-17 
 1414       1.123045493601e-10       1.937002704473e-12      -6.064169120880e-12       1.076674958497e-14       1.432871031172e-15       5.609552607721e-16      -3.870860879902e-17 
 1415       1.123075657309e-10       1.920042362953e-12      -5.987512378079e-12       1.076359766783e-14       1.428769172318e-15       5.598170216749e-16      -3.791820200055e-17 
 1416       1.123045879282e-10       1.903416452268e-12      -5.910041294529e-12       1.076038915950e-14       1.424681385152e-15       5.586657559331e-16      -3.712768244517e-17 
 1417       1.122955394371e-10       1.887131728794e-12      -5.831786799240e-12       1.075712217566e-14       1.420607599414e-15       5.575009269565e-16      -3.633716866493e-17 
 1418       1.122803434152e-10       1.871194980419e-12      -5.752780007676e-12       1.075379482194e-14       1.416547744009e-15       5.563219953041e-16      -3.554677983520e-17 
 1419       1.122589226916e-10       1.855613026596e-12      -5.673052222092e-12       1.075040519389e-14       1.412501747014e-15       5.551284186788e-16      -3.475663577581e-17 
 1420       1.122311997669e-10       1.840392718393e-12      -5.592634931866e-12       1.074695137698e-14       1.408469535669e-15       5.539196519230e-16      -3.396685695216e-17 
 1421       1.121970968125e-10       1.825540938545e-12      -5.511559813834e-12       1.074343144658e-14       1.404451036379e-15       5.526951470128e-16      -3.317756447629e-17 
 1422       1.121565356699e-10       1.811064601508e-12      -5.429858732627e-12       1.073984346794e-14       1.400446174711e-15       5.514543530540e-16      -3.238888010807e-17 
 1423       1.121094378503e-10       1.796970653506e-12      -5.347563741004e-12       1.073618549617e-14       1.396454875393e-15       5.501967162766e-16      -3.160092625622e-17 
 1424       1.120557419999e-10       1.783264924901e-12      -5.264706558728e-12       1.073245581102e-14       1.392477068840e-15       5.489216396923e-16      -3.081381797874e-17 
 1425       1.119954564931e-10       1.769948674287e-12      -5.181317002652e-12       1.072865362403e-14       1.388512710814e-15       5.476283616246e-16      -3.002763889185e-17 
 1426       1.119286073781e-10       1.757022009007e-12      -5.097424541178e-12       1.072477837857e-14       1.384561762964e-15       5.463160759212e-16      -2.924246501583e-17 
 1427       1.118552209611e-10       1.744485029598e-12      -5.013058814551e-12       1.072082951579e-14       1.380624186313e-15       5.449839721717e-16      -2.845837275393e-17 
 1428       1.117753238065e-10       1.732337829777e-12      -4.928249635173e-12       1.071680647453e-14       1.376699941254e-15       5.436312356997e-16      -2.767543889303e-17 
 1429       1.116889427378e-10       1.720580496420e-12      -4.843026987896e-12       1.071270869136e-14       1.372788987556e-15       5.422570475557e-16      -2.689374060428e-17 
 1430       1.115961048376e-10       1.709213109552e-12      -4.757421030335e-12       1.070853560055e-14       1.368891284353e-15       5.408605845097e-16      -2.611335544371e-17 
 1431       1.114968374485e-10       1.698235742327e-12      -4.671462093168e-12       1.070428663410e-14       1.365006790150e-15       5.394410190441e-16      -2.533436135289e-17 
 1432       1.113911681737e-10       1.687648461010e-12      -4.585180680439e-12       1.069996122171e-14       1.361135462817e-15       5.379975193460e-16      -2.455683665958e-17 
 1433       1.112791248769e-10       1.677451324966e-12      -4.498607469865e-12       1.069555879078e-14       1.357277259593e-15       5.365292493002e-16      -2.378086007833e-17 
 1434       1.111607356835e-10       1.667644386638e-12      -4.411773313138e-12       1.069107876640e-14       1.353432137077e-15       5.350353684816e-16      -2.300651071115e-17 
 1435       1.110360289809e-10       1.658227691532e-12      -4.324709236229e-12       1.068652057138e-14       1.349600051234e-15       5.335150321484e-16      -2.223386804812e-17 
 1436       1.109050334189e-10       1.649201278204e-12      -4.237446439692e-12       1.068188362620e-14       1.345780957389e-15       5.319673912339e-16      -2.146301196806e-17 
 1437       1.107677779101e-10       1.640565178240e-12      -4.150016298971e-12       1.067716734904e-14       1.341974810226e-15       5.303915923399e-16      -2.069402273914e-17 
 1438       1.106242916308e-10       1.632319416239e-12      -4.062450364699e-12       1.067237115577e-14       1.338181563789e-15       5.287867777292e-16      -1.992698101954e-17 
 1439       1.104746040213e-10       1.624464009801e-12      -3.974780363005e-12       1.066749445992e-14       1.334401171479e-15       5.271520853182e-16      -1.916196785807e-17 
 1440       1.103187447863e-10       1.616998969507e-12      -3.887038195817e-12       1.066253667272e-14       1.330633586053e-15       5.254866486695e-16      -1.839906469479e-17 
 1441       1.101567438956e-10       1.609924298902e-12      -3.799255941170e-12       1.065749720306e-14       1.326878759622e-15       5.237895969847e-16      -1.763835336171e-17 
 1442       1.099886315846e-10       1.603239994481e-12      -3.711465853501e-12       1.065237545751e-14       1.323136643650e-15       5.220600550970e-16      -1.687991608336e-17 
 1443       1.098144383547e-10       1.596946045672e-12      -3.623700363962e-12       1.064717084030e-14       1.319407188952e-15       5.202971434641e-16      -1.612383547747e-17 
 1444       1.096341949739e-10       1.591042434818e-12      -3.535992080720e-12       1.064188275332e-14       1.315690345695e-15       5.184999781605e-16      -1.537019455558e-17 
 1445       1.094479324773e-10       1.585529137164e-12      -3.448373789261e-12       1.063651059612e-14       1.311986063392e-15       5.166676708703e-16      -1.461907672370e-17 
 1446       1.092556821675e-10       1.580406120837e-12      -3.360878452694e-12       1.063105376592e-14       1.308294290907e-15       5.147993288801e-16      -1.387056578294e-17 
 1447       1.090574756155e-10       1.575673346830e-12      -3.273539212057e-12       1.062551165758e-14       1.304614976448e-15       5.128940550715e-16      -1.312474593013e-17 
 1448       1.088533446608e-10       1.571330768988e-12      -3.186389386618e-12       1.061988366360e-14       1.300948067566e-15       5.109509479137e-16      -1.238170175850e-17 
 1449       1.086433214118e-10       1.567378333991e-12      -3.099462474182e-12       1.061416917413e-14       1.297293511159e-15       5.089691014563e-16      -1.164151825826e-17 
 1450       1.084274382470e-10       1.563815981334e-12      -3.012792151391e-12       1.060836757698e-14       1.293651253464e-15       5.069476053218e-16      -1.090428081729e-17 
 1451       1.082057278148e-10       1.560643643316e-12      -2.926412274033e-12       1.060247825757e-14       1.290021240060e-15       5.048855446987e-16      -1.017007522174e-17 
 1452       1.079782230344e-10       1.557861245020e-12      -2.840356877343e-12       1.059650059897e-14       1.286403415864e-15       5.027820003336e-16      -9.438987656699e-18 
 1453       1.077449570962e-10       1.555468704297e-12      -2.754660176305e-12       1.059043398187e-14       1.282797725131e-15       5.006360485243e-16      -8.711104706806e-18 
 1454       1.075059634623e-10       1.553465931752e-12      -2.669356565963e-12       1.058427778460e-14       1.279204111453e-15       4.984467611122e-16      -7.986513356901e-18 
 1455       1.072612758671e-10       1.551852830724e-12      -2.584480621716e-12       1.057803138308e-14       1.275622517756e-15       4.962132054752e-16      -7.265300992658e-18 
 1456       1.070109283177e-10       1.550629297271e-12      -2.500067099630e-12       1.057169415090e-14       1.272052886299e-15       4.939344445202e-16      -6.547555401224e-18 
 1457       1.067549550946e-10       1.549795220156e-12      -2.416150936736e-12       1.056526545922e-14       1.268495158675e-15       4.916095366760e-16      -5.833364771860e-18 
 1458       1.064933907519e-10       1.549350480827e-12      -2.332767251337e-12       1.055874467683e-14       1.264949275806e-15       4.892375358856e-16      -5.122817696571e-18 
 1459       1.062262701181e-10       1.549294953403e-12      -2.249951343313e-12       1.055213117013e-14       1.261415177943e-15       4.868174915992e-16      -4.416003170750e-18 
 1460       1.059536282966e-10       1.549628504655e-12      -2.167738694421e-12       1.054542430311e-14       1.257892804668e-15       4.843484487669e-16      -3.713010593811e-18 
 1461       1.056755006660e-10       1.550350993995e-12      -2.086164968604e-12       1.053862343739e-14       1.254382094886e-15       4.818294478311e-16      -3.013929769832e-18 
 1462       1.053919228808e-10       1.551462273452e-12      -2.005266012291e-12       1.053172793215e-14       1.250882986828e-15       4.792595247192e-16      -2.318850908185e-18 
 1463       1.051029397572e-10       1.552961395218e-12      -1.925074580656e-12       1.052473736510e-14       1.247395423304e-15       4.766381935607e-16      -1.627853850185e-18 
 1464       1.048086320272e-10       1.554844225637e-12      -1.845610479974e-12       1.051765219757e-14       1.243919367523e-15       4.739669001315e-16      -9.409756299106e-19 
 1465       1.045090898530e-10       1.557105807326e-12      -1.766890327322e-12       1.051047311604e-14       1.240454787426e-15       4.712475829250e-16      -2.582425903552e-19 
 1466       1.042044039667e-10       1.559741149397e-12      -1.688930815804e-12       1.050320081186e-14       1.237001650447e-15       4.684821917661e-16       4.203188719730e-19 
 1467       1.038946656719e-10       1.562745227397e-12      -1.611748714673e-12       1.049583598120e-14       1.233559923513e-15       4.656726878307e-16       1.094682307016e-18 
 1468       1.035799668441e-10       1.566112983240e-12      -1.535360869452e-12       1.048837932513e-14       1.230129573038e-15       4.628210436661e-16       1.764821211131e-18 
 1469       1.032603999321e-10       1.569839325157e-12      -1.459784202050e-12       1.048083154955e-14       1.226710564928e-15       4.599292432098e-16       2.430709027060e-18 
 1470       1.029360579588e-10       1.573919127626e-12      -1.385035710888e-12       1.047319336529e-14       1.223302864575e-15       4.569992818101e-16       3.092319143891e-18 
 1471       1.026070345223e-10       1.578347231314e-12      -1.311132471016e-12       1.046546548803e-14       1.219906436858e-15       4.540331662451e-16       3.749624897029e-18 
 1472       1.022734237970e-10       1.583118443020e-12      -1.238091634237e-12       1.045764863838e-14       1.216521246144e-15       4.510329147430e-16       4.402599568159e-18 
 1473       1.019353205343e-10       1.588227535609e-12      -1.165930429223e-12       1.044974354184e-14       1.213147256282e-15       4.480005570012e-16       5.051216385212e-18 
 1474       1.015928200641e-10       1.593669247953e-12      -1.094666161639e-12       1.044175092884e-14       1.209784430605e-15       4.449381342068e-16       5.695448522335e-18 
 1475       1.012460182953e-10       1.599438284871e-12      -1.024316214264e-12       1.043367153471e-14       1.206432731930e-15       4.418476990556e-16       6.335269099852e-18 
 1476       1.008950117173e-10       1.605529317068e-12      -9.548980471073e-13       1.042550609975e-14       1.203092122553e-15       4.387313157722e-16       6.970651184232e-18 
 1477       1.005398974006e-10       1.611936981074e-12      -8.864291975343e-13       1.041725536918e-14       1.199762564253e-15       4.355910601295e-16       7.601567788057e-18 
 1478       1.001807729980e-10       1.618655879181e-12      -8.189272803837e-13       1.040892009317e-14       1.196444018286e-15       4.324290194687e-16       8.227991869987e-18 
 1479       9.981773674555e-11       1.625680579388e-12      -7.524099880893e-13       1.040050102686e-14       1.193136445388e-15       4.292472927189e-16       8.849896334723e-18 
 1480       9.945088746378e-11       1.633005615333e-12      -6.868950908002e-13       1.039199893036e-14       1.189839805769e-15       4.260479904167e-16       9.467254032981e-18 
 1481       9.908032455839e-11       1.640625486236e-12      -6.224004365015e-13       1.038341456876e-14       1.186554059117e-15       4.228332347259e-16       1.008003776145e-17 
 1482       9.870614802146e-11       1.648534656840e-12      -5.589439511351e-13       1.037474871212e-14       1.183279164595e-15       4.196051594575e-16       1.068822026275e-17 
 1483       9.832845843239e-11       1.656727557347e-12      -4.965436387196e-13       1.036600213551e-14       1.180015080839e-15       4.163659100892e-16       1.129177422544e-17 
 1484       9.794735695898e-11       1.665198583356e-12      -4.352175814717e-13       1.035717561899e-14       1.176761765958e-15       4.131176437851e-16       1.189067228392e-17 
 1485       9.756294535835e-11       1.673942095808e-12      -3.749839399261e-13       1.034826994766e-14       1.173519177531e-15       4.098625294156e-16       1.248488701845e-17 
 1486       9.717532597804e-11       1.682952420920e-12      -3.158609530564e-13       1.033928591161e-14       1.170287272609e-15       4.066027475768e-16       1.307439095509e-17 
 1487       9.678460175697e-11       1.692223850125e-12      -2.578669383956e-13       1.033022430598e-14       1.167066007711e-15       4.033404906107e-16       1.365915656567e-17 
 1488       9.639087622647e-11       1.701750640013e-12      -2.010202921566e-13       1.032108593094e-14       1.163855338826e-15       4.000779626244e-16       1.423915626776e-17 
 1489       9.599425351129e-11       1.711527012270e-12      -1.453394893528e-13       1.031187159171e-14       1.160655221409e-15       3.968173795102e-16       1.481436242465e-17 
 1490       9.559483833063e-11       1.721547153614e-12      -9.084308391882e-14       1.030258209857e-14       1.157465610379e-15       3.935609689651e-16       1.538474734528e-17 
 1491       9.519273599911e-11       1.731805215738e-12      -3.754970883079e-14       1.029321826686e-14       1.154286460124e-15       3.903109705106e-16       1.595028328424e-17 
 1492       9.478805242781e-11       1.742295315249e-12       1.452192377289e-14       1.028378091698e-14       1.151117724492e-15       3.870696355125e-16       1.651094244172e-17 
 1493       9.438089412532e-11       1.753011533605e-12       6.535302247105e-14       1.027427087445e-14       1.147959356796e-15       3.838392272005e-16       1.706669696348e-17 
 1494       9.397136819866e-11       1.763947917054e-12       1.149247164391e-13       1.026468896984e-14       1.144811309809e-15       3.806220206879e-16       1.761751894081e-17 
 1495       9.355958235439e-11       1.775098476575e-12       1.632180553288e-13       1.025503603884e-14       1.141673535765e-15       3.774203029914e-16       1.816338041052e-17 
 1496       9.314564489956e-11       1.786457187818e-12       2.102140091470e-13       1.024531292225e-14       1.138545986358e-15       3.742363730508e-16       1.870425335485e-17 
 1497       9.272966474274e-11       1.798017991041e-12       2.558934681358e-13       1.023552046598e-14       1.135428612740e-15       3.710725417488e-16       1.924010970152e-17 
 1498       9.231175139505e-11       1.809774791049e-12       3.002372426517e-13       1.022565952107e-14       1.132321365520e-15       3.679311319305e-16       1.977092132363e-17 
 1499       9.189201497114e-11       1.821721457136e-12       3.432260630449e-13       1.021573094369e-14       1.129224194762e-15       3.648144784234e-16       2.029666003963e-17 
 1500       9.147056619024e-11       1.833851823021e-12       3.848405795389e-13       1.020573559516e-14       1.126137049987e-15       3.617249280569e-16       2.081729761332e-17 
 1501       9.104751637713e-11       1.846159686788e-12       4.250613621100e-13       1.019567434194e-14       1.123059880168e-15       3.586648396819e-16       2.133280575381e-17 
