# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  862       3.088615281814e-10       2.115962421940e-12       3.520801209880e-12       1.265538712396e-14       9.940566335068e-15       3.725062358159e-15       5.405007534480e-17 
  863       3.075680184264e-10       2.141671001248e-12       3.708381016123e-12       1.265925060278e-14       9.897330443336e-15       3.699996050564e-15       5.799980041285e-17 
  864       3.062574395238e-10       2.168007442017e-12       3.892852746730e-12       1.266289168389e-14       9.854326377225e-15       3.674866980714e-15       6.191827060615e-17 
  865       3.049301913239e-10       2.194961581088e-12       4.074144202445e-12       1.266631064732e-14       9.811552444732e-15       3.649674703470e-15       6.580448281175e-17 
  866       3.035866779381e-10       2.222523134429e-12       4.252182693151e-12       1.266950778426e-14       9.769006918455e-15       3.624418768064e-15       6.965742672112e-17 
  867       3.022273077516e-10       2.250681696768e-12       4.426895036628e-12       1.267248339708e-14       9.726688035471e-15       3.599098718082e-15       7.347608481164e-17 
  868       3.008524934360e-10       2.279426741220e-12       4.598207557327e-12       1.267523779936e-14       9.684593997209e-15       3.573714091437e-15       7.725943232811e-17 
  869       2.994626519619e-10       2.308747618908e-12       4.766046085134e-12       1.267777131595e-14       9.642722969323e-15       3.548264420357e-15       8.100643726428e-17 
  870       2.980582046121e-10       2.338633558596e-12       4.930335954133e-12       1.268008428300e-14       9.601073081566e-15       3.522749231359e-15       8.471606034430e-17 
  871       2.966395769937e-10       2.369073666311e-12       5.091002001375e-12       1.268217704802e-14       9.559642427666e-15       3.497168045230e-15       8.838725500428e-17 
  872       2.952071990511e-10       2.400056924973e-12       5.247968565642e-12       1.268404996986e-14       9.518429065200e-15       3.471520377009e-15       9.201896737377e-17 
  873       2.937615050787e-10       2.431572194020e-12       5.401159486215e-12       1.268570341881e-14       9.477431015464e-15       3.445805735966e-15       9.561013625726e-17 
  874       2.923029337333e-10       2.463608209035e-12       5.550498101640e-12       1.268713777660e-14       9.436646263352e-15       3.420023625579e-15       9.915969311569e-17 
  875       2.908319280475e-10       2.496153581373e-12       5.695907248490e-12       1.268835343649e-14       9.396072757227e-15       3.394173543518e-15       1.026665620480e-16 
  876       2.893489354416e-10       2.529196797788e-12       5.837309260137e-12       1.268935080322e-14       9.355708408799e-15       3.368254981623e-15       1.061296597724e-16 
  877       2.878544077367e-10       2.562726220059e-12       5.974625965515e-12       1.269013029313e-14       9.315551092991e-15       3.342267425886e-15       1.095478956084e-16 
  878       2.863487908900e-10       2.596729726159e-12       6.107790702497e-12       1.269069267082e-14       9.275598905246e-15       3.316211175255e-15       1.129204139188e-16 
  879       2.848324939882e-10       2.631193627987e-12       6.236784579449e-12       1.269104006523e-14       9.235850938353e-15       3.290089813039e-15       1.162473258934e-16 
  880       2.833059197638e-10       2.666103734901e-12       6.361600814151e-12       1.269117497053e-14       9.196306518285e-15       3.263907776557e-15       1.195289898961e-16 
  881       2.817694748367e-10       2.701445710118e-12       6.482232774459e-12       1.269109991109e-14       9.156964947855e-15       3.237669542143e-15       1.227657701258e-16 
  882       2.802235697253e-10       2.737205070283e-12       6.598673978941e-12       1.269081744158e-14       9.117825506638e-15       3.211379625249e-15       1.259580366358e-16 
  883       2.786686188576e-10       2.773367185037e-12       6.710918097507e-12       1.269033014705e-14       9.078887450879e-15       3.185042580556e-15       1.291061653528e-16 
  884       2.771050405825e-10       2.809917276596e-12       6.818958952051e-12       1.268964064303e-14       9.040150013409e-15       3.158663002080e-15       1.322105380961e-16 
  885       2.755332571805e-10       2.846840419314e-12       6.922790517076e-12       1.268875157560e-14       9.001612403558e-15       3.132245523277e-15       1.352715425969e-16 
  886       2.739536948754e-10       2.884121539259e-12       7.022406920335e-12       1.268766562152e-14       8.963273807073e-15       3.105794817155e-15       1.382895725174e-16 
  887       2.723667838448e-10       2.921745413779e-12       7.117802443463e-12       1.268638548828e-14       8.925133386027e-15       3.079315596376e-15       1.412650274703e-16 
  888       2.707729582314e-10       2.959696671081e-12       7.208971522608e-12       1.268491391421e-14       8.887190278736e-15       3.052812613366e-15       1.441983130373e-16 
  889       2.691726561542e-10       2.997959789792e-12       7.295908749071e-12       1.268325366860e-14       8.849443599673e-15       3.026290660423e-15       1.470898407893e-16 
  890       2.675663197197e-10       3.036519098539e-12       7.378608869936e-12       1.268140755171e-14       8.811892439380e-15       2.999754569820e-15       1.499400283048e-16 
  891       2.659543950327e-10       3.075358775513e-12       7.457066788705e-12       1.267937839496e-14       8.774535864386e-15       2.973209213918e-15       1.527492991893e-16 
  892       2.643373322076e-10       3.114462848045e-12       7.531277565933e-12       1.267716906093e-14       8.737372917117e-15       2.946659505269e-15       1.555180830949e-16 
  893       2.627155853794e-10       3.153815192174e-12       7.601236419860e-12       1.267478244353e-14       8.700402615813e-15       2.920110396724e-15       1.582468157389e-16 
  894       2.610896127149e-10       3.193399532218e-12       7.666938727049e-12       1.267222146804e-14       8.663623954439e-15       2.893566881543e-15       1.609359389235e-16 
  895       2.594598764237e-10       3.233199440348e-12       7.728380023015e-12       1.266948909121e-14       8.627035902604e-15       2.867033993498e-15       1.635859005547e-16 
  896       2.578268427694e-10       3.273198336155e-12       7.785556002865e-12       1.266658830136e-14       8.590637405468e-15       2.840516806981e-15       1.661971546615e-16 
  897       2.561909820806e-10       3.313379486223e-12       7.838462521927e-12       1.266352211847e-14       8.554427383665e-15       2.814020437114e-15       1.687701614155e-16 
  898       2.545527687622e-10       3.353726003701e-12       7.887095596386e-12       1.266029359427e-14       8.518404733209e-15       2.787550039856e-15       1.713053871496e-16 
  899       2.529126813062e-10       3.394220847871e-12       7.931451403920e-12       1.265690581232e-14       8.482568325412e-15       2.761110812105e-15       1.738033043774e-16 
  900       2.512712023030e-10       3.434846823722e-12       7.971526284330e-12       1.265336188813e-14       8.446917006798e-15       2.734707991812e-15       1.762643918126e-16 
  901       2.496288184525e-10       3.475586581518e-12       8.007316740181e-12       1.264966496920e-14       8.411449599016e-15       2.708346858084e-15       1.786891343879e-16 
  902       2.479860205751e-10       3.516422616373e-12       8.038819437427e-12       1.264581823516e-14       8.376164898756e-15       2.682032731291e-15       1.810780232744e-16 
  903       2.463433036228e-10       3.557337267817e-12       8.066031206052e-12       1.264182489786e-14       8.341061677659e-15       2.655770973177e-15       1.834315559007e-16 
  904       2.447011666905e-10       3.598312719372e-12       8.088949040702e-12       1.263768820141e-14       8.306138682238e-15       2.629566986963e-15       1.857502359721e-16 
  905       2.430601130269e-10       3.639330998118e-12       8.107570101320e-12       1.263341142233e-14       8.271394633783e-15       2.603426217457e-15       1.880345734899e-16 
  906       2.414206500457e-10       3.680373974269e-12       8.121891713777e-12       1.262899786960e-14       8.236828228284e-15       2.577354151159e-15       1.902850847706e-16 
  907       2.397832893365e-10       3.721423360739e-12       8.131911370512e-12       1.262445088478e-14       8.202438136340e-15       2.551356316369e-15       1.925022924650e-16 
  908       2.381485466763e-10       3.762460712717e-12       8.137626731158e-12       1.261977384208e-14       8.168223003072e-15       2.525438283297e-15       1.946867255774e-16 
  909       2.365169420401e-10       3.803467427235e-12       8.139035623186e-12       1.261497014845e-14       8.134181448043e-15       2.499605664165e-15       1.968389194851e-16 
  910       2.348889996126e-10       3.844424742743e-12       8.136136042529e-12       1.261004324369e-14       8.100312065166e-15       2.473864113319e-15       1.989594159570e-16 
  911       2.332652477986e-10       3.885313738673e-12       8.128926154224e-12       1.260499660055e-14       8.066613422621e-15       2.448219327332e-15       2.010487631735e-16 
  912       2.316462192347e-10       3.926115335019e-12       8.117404293043e-12       1.259983372475e-14       8.033084062768e-15       2.422677045115e-15       2.031075157453e-16 
  913       2.300324508002e-10       3.966810291900e-12       8.101568964125e-12       1.259455815517e-14       7.999722502063e-15       2.397243048022e-15       2.051362347326e-16 
  914       2.284244836279e-10       4.007379209135e-12       8.081418843617e-12       1.258917346388e-14       7.966527230970e-15       2.371923159957e-15       2.071354876644e-16 
  915       2.268228631157e-10       4.047802525814e-12       8.056952779298e-12       1.258368325623e-14       7.933496713875e-15       2.346723247483e-15       2.091058485578e-16 
  916       2.252281389374e-10       4.088060519866e-12       8.028169791222e-12       1.257809117097e-14       7.900629389003e-15       2.321649219928e-15       2.110478979369e-16 
  917       2.236408170469e-10       4.128134656122e-12       7.995076813612e-12       1.257240081110e-14       7.867923852583e-15       2.296706154912e-15       2.129620836503e-16 
  918       2.220612148310e-10       4.168011654870e-12       7.957712054350e-12       1.256661553515e-14       7.835379414742e-15       2.271895659451e-15       2.148483008542e-16 
  919       2.204896036721e-10       4.207679487230e-12       7.916122008697e-12       1.256073866274e-14       7.802995552295e-15       2.247218467051e-15       2.167063053793e-16 
  920       2.189262567505e-10       4.247126032304e-12       7.870353753483e-12       1.255477354365e-14       7.770771725232e-15       2.222675308453e-15       2.185358523262e-16 
  921       2.173714490487e-10       4.286339076933e-12       7.820454948838e-12       1.254872355779e-14       7.738707376657e-15       2.198266911624e-15       2.203366960644e-16 
  922       2.158254573556e-10       4.325306315470e-12       7.766473839937e-12       1.254259211540e-14       7.706801932729e-15       2.173994001733e-15       2.221085902320e-16 
  923       2.142885602707e-10       4.364015349533e-12       7.708459258734e-12       1.253638265705e-14       7.675054802605e-15       2.149857301139e-15       2.238512877348e-16 
  924       2.127610382085e-10       4.402453687775e-12       7.646460625700e-12       1.253009865374e-14       7.643465378377e-15       2.125857529369e-15       2.255645407459e-16 
  925       2.112431734026e-10       4.440608745646e-12       7.580527951559e-12       1.252374360700e-14       7.612033035013e-15       2.101995403104e-15       2.272481007051e-16 
  926       2.097352499101e-10       4.478467845153e-12       7.510711839030e-12       1.251732104896e-14       7.580757130299e-15       2.078271636158e-15       2.289017183177e-16 
  927       2.082375536157e-10       4.516018214626e-12       7.437063484562e-12       1.251083454242e-14       7.549637004777e-15       2.054686939466e-15       2.305251435547e-16 
  928       2.067503722361e-10       4.553246988483e-12       7.359634680071e-12       1.250428768094e-14       7.518671981689e-15       2.031242021058e-15       2.321181256516e-16 
  929       2.052739953242e-10       4.590141206988e-12       7.278477814677e-12       1.249768408893e-14       7.487861366913e-15       2.007937586052e-15       2.336804131078e-16 
